features_dict,address,description,more_features_1_dict,more_features_2_dict
"{'194 m²': '194 m²', '3 Pièces': '3 Pièces', '2 Chambres': '2 Chambres', '2 Salles de bains': '2 Salles de bains'}",Bourgogne Ouest à Casablanca,"Appartement 2 chambres salon à vendre à Casablanca
Appartement 2 chambres salon à vendre à Casablanca","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Surface habitable\n180 m²': 'Surface habitable\n180 m²', 'Surface extérieure\n14 m²': 'Surface extérieure\n14 m²', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nNord': 'Orientation\nNord', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Meublé': 'Meublé', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Climatisation': 'Climatisation', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver'}"
"{'298 m²': '298 m²', '1 Salle de bain': '1 Salle de bain'}",Palmier à Casablanca,"Local commercial a vendre bd 9 avril, palmier
Local commercial de 298 m2. Situé sur le Bd 9 avril.
Vendu équipé (équipement pizzeria).
Prix 4.800.000 DH
Frais d’agence 1,5%","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
"{'419 m²': '419 m²', '3 Salles de bains': '3 Salles de bains'}",Les Hôpitaux à Casablanca,"Bureaux de 419 m² 3 TF séparés proche Abdelmoumen
Bureaux cloisonnés de 419 m², composés de 3 titres fonciers séparés de 157 m², 154 m² et 108 m², cession possible séparément, situé dans une ruelle du bd Abdelmoumen, proche de l'avenue Hassan 2 (Rue Van Zeeland)","{'Type de bien\nBureau': 'Type de bien\nBureau', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n1er': 'Étage du bien\n1er'}",{'Terrasse': 'Terrasse'}
"{'674 m²': '674 m²', '7 Chambres': '7 Chambres', '2 Salles de bains': '2 Salles de bains'}",Les princesses à Casablanca,"Villa à vendre 674 m², 7 chambres Les princesses Casablanca
Cette villa exceptionnelle de 674 m² de terrain, et 300 m² de construits, bénéficie d’un emplacement stratégique.

Sa situation permet une grande flexibilité d’usage, que ce soit en tant que résidence de luxe en zone villa ou pour un projet immobilier en zone immeuble.

Cette splendide propriété possède 7 chambres spacieuses, idéales pour accueillir une grande famille ou recevoir des invités.

Cette villa de deux niveaux est composé comme suit :

Au rez-de-chaussée :

- Des séjours spacieux
- Une chambre à coucher
- Une chambre de personnel
- Deux salles de bain
- Une cuisine fonctionnelle
- Uu grand jardin
- Une garage pour 6 voitures

Au 1er étage :

- Une grande suite parentale avec sa salle de bain
- Cinq chambres à coucher

Bien que des travaux soient à prévoir, cette villa offre un potentiel immense pour être transformée en un véritable bijou.

Ne manquez pas cette opportunité exceptionnelle d'acquérir un bien de prestige à Casablanca. Contactez-nous dès maintenant pour organiser une visite!",{'Type de bien\nVilla': 'Type de bien\nVilla'},{'Garage': 'Garage'}
"{'277 m²': '277 m²', '6 Pièces': '6 Pièces', '3 Chambres': '3 Chambres', '3 Salles de bains': '3 Salles de bains'}",Casablanca Finance City à Casablanca,"Opportunité à saisir: 3 ch avec terrasse et jardin suspendu
Découvrez cet appartement exceptionnel de 277 m² (142 m² habitables) situé dans une résidence fermée prestigieuse, alliant confort, sécurité et cadre de vie unique.

Caractéristiques :

• Superficie globale : 283 m²
• Superficie habitable : 142 m²
• Terrasse : 72 m²
• Jardin privatif : 63 m²
• Disposition :
• 3 chambres lumineuses dont une suite parentale avec terrasse privée
• Salon spacieux avec accès direct à la terrasse
• Cuisine moderne et équipée
• 2 salles de bain toilettes invités
• Espaces optimisés et finitions haut de gamme

Profitez d’un cadre de vie exclusif avec une terrasse généreuse et un jardin privatif, parfaits pour vos moments de détente.

Avantages :
Résidence fermée en face du grand Park Anfa, résidence familiale quasiment pas de studio, proximité des écoles internationaux EFI et la Résidence, 2 places parkings et box titré, 20mn de l’aéroport, isolation thermique acoustique et faunique.

Prix : 4.950.000dh
Contactez-nous dès maintenant pour une visite et laissez-vous séduire par cet appartement unique !","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Surface habitable\n142 m²': 'Surface habitable\n142 m²', 'Surface extérieure\n135 m²': 'Surface extérieure\n135 m²', 'Etat\nNouveau': 'Etat\nNouveau', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Orientation\nEst': 'Orientation\nEst', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Sécurité': 'Sécurité'}"
"{'102 m²': '102 m²', '3 Pièces': '3 Pièces', '2 Chambres': '2 Chambres', '2 Salles de bains': '2 Salles de bains'}",Riviera à Casablanca,"Appartement Meublé à Vendre à Riviera
Surface : 102 m², bien ensoleillé
Pièces :
2 chambres, dont une suite parentale avec dressing et terrasse privée
Salon spacieux et élégant
2 salles de bain modernes
Cuisine équipée avec des finitions haut de gamme
Extérieur : Belle terrasse idéale pour vos moments de détente
Stationnement : Places de parking incluses
Appartement neuf, vendu avec des meubles modernes et de qualité
Résidence très sécurisée, calme et parfaitement entretenue
Emplacement premium, proche des commodités, commerces et transports","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Meublé': 'Meublé', 'Façade extérieure': 'Façade extérieure', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Réfrigérateur': 'Réfrigérateur', 'Four': 'Four', 'Machine à laver': 'Machine à laver', 'Micro-ondes': 'Micro-ondes'}"
"{'126 m²': '126 m²', '2 Pièces': '2 Pièces', '3 Chambres': '3 Chambres', '2 Salles de bains': '2 Salles de bains'}",Sidi Maarouf à Casablanca,"Appartement Florida Sidi Maarouf à vendre
serraj immobilier

vous propose Appartement Florida Sidi Maarouf à vendre dans lune résidence qui dispose d’un Jardin et un parking sous-sol privé, R3 sans vis-à-vis :
Superficie habitable : 126 m2 12 m2 (place parking sous-sol)
3ème étage, 2 façades, 3 chambres, double salon, cuisine buanderie, 2 salles de bain et une belle terrasse.
Prix : 1.450.000 dh
n'hésitez pas de nous contacter","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n3ème': 'Étage du bien\n3ème'}",{'Terrasse': 'Terrasse'}
"{'154 m²': '154 m²', '3 Pièces': '3 Pièces', '3 Chambres': '3 Chambres', '2 Salles de bains': '2 Salles de bains'}",La Gironde à Casablanca,"Avec 3 ch apprt à la gironde à vendre
serraj immobilier maghreb

un Appartement a la gironde
Résidence sécurisée surveillance 24h/24
5eme etage
Superficie 154m2
Orientation sud/nord
Double salon avec terrasse sans vis a vis
Grande cuisine 3 chambre dont une suite parentale 3 salle de bain
Une place garage

pour plus de détails veuille znous contacter","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage'}"
"{'75 m²': '75 m²', '2 Pièces': '2 Pièces', '2 Chambres': '2 Chambres', '2 Salles de bains': '2 Salles de bains'}",Roches Noires à Casablanca,"Superbe appartement 2 chambres à vendre
serraj immobilier vous propose un appartement à vendre situé au 3ème étage à roches noires

L'appartement est d'une superficie habitable de 75m2 Il est composé de :
- 1 Salon
- 2 chambres
- Une salle de bains plus une salle d'eau

Prix demandé 850 000 DH","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n3ème': 'Étage du bien\n3ème'}",{}
{'2482 m²': '2482 m²'},Californie à Casablanca,"Terrain zone d d4 d'une superfice de 2482 m²
Terrain à vendre à Californie , Casablanca. Superficie de 2482 m²


Prix: 29 300 000Dhs.

Opportunité rare dans un quartier prisé. Contactez-nous pour plus d'information",{'Type de bien\nTerrain': 'Type de bien\nTerrain'},{}
"{'350 m²': '350 m²', '1 Pièce': '1 Pièce', '5 Chambres': '5 Chambres', '3 Salles de bains': '3 Salles de bains'}",Casablanca Finance City à Casablanca,"Belle Maison à vendre à l'hopital shaikh khalifa
Serraj immobilier maghreb

vous propose très belle maison R2 (garage - deux façades) . La maison se situe à 5 minutes du nouveau quartier Casa Financier City exact l'hôpital cheikh khalifa.
Une maison style Riad . Superficie terrain 100 m² , Superficie construite 350 m² .

Le Rez-de-chaussez 100 m² est constitué d' un garage et d'un appartement haut standing .il est possibilité de construire un 3ème étage sur la terrasse de la maison . se compose de cinq chambres trois salles de bain salon et cuisine . Par un Prix 2200000 dirhams .

Veuillez vous contacter pour plusieurs information","{'Type de bien\nMaison': 'Type de bien\nMaison', 'Etat\nBon état': 'Etat\nBon état'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage'}"
"{'70 m²': '70 m²', '1 Pièce': '1 Pièce', '2 Chambres': '2 Chambres', '2 Salles de bains': '2 Salles de bains'}",La Gironde à Casablanca,"Superbe appartement à vendre à La Gironde
Serraj Immobilier Maghreb .Vous propose agréable appartement à vendre à La Gironde . situé au 4ème étage à Résidence calme proximité de toutes les commandités ( les écoles , les restaurants ,les boutiques …)

Appartement idéal à la vente. Prix 900 000 DH. 2 chambres, 2 salles de bains , grand salon , cuisine avec place au garage , 70 m². 1 pièces lumineuses.

Pour plusieurs d'informations contacter nous .","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n4ème': 'Étage du bien\n4ème'}","{'Garage': 'Garage', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
"{'74 m²': '74 m²', '2 Pièces': '2 Pièces', '2 Chambres': '2 Chambres', '2 Salles de bains': '2 Salles de bains'}",Sidi Maarouf à Casablanca,"À sidi maarouf joli appartement à vendre csasaparc
Serraj immobilier vous propose un joli appartement vide à sidi maarouf contient:

- Un salon
- Cuisine
- Deux chambres
- Deux salle de bain
- Deux terrasse

Pour plus de détails contactez nous.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Étage du bien\n2ème': 'Étage du bien\n2ème'}",{'Terrasse': 'Terrasse'}
"{'500 m²': '500 m²', '4 Pièces': '4 Pièces', '3 Chambres': '3 Chambres', '2 Salles de bains': '2 Salles de bains'}",Ain Diab à Casablanca,"Superbe villa à vendre à Ain Diab, Casablanca
Superbe villa à vendre à Ain Diab, Casablanca

Située dans le prestigieux quartier de Ain Diab, à proximité du parc Sindibad et à quelques minutes à pied de la mer, cette villa spacieuse offre un cadre de vie unique. 500 m² de surface construite, sur 3 niveaux, sur un terrain de 520 m².

Au sous-sol, espace pour le personnel (2 chambres et salle de bain), buanderie et local technique. Grand garage pouvant accueillir jusqu'à trois voitures.

Au rez-de-chaussée, grande réception ouverte avec un salon marocain avec décoration boiserie, trois salons européens et une belle cheminée, ainsi qu’une grande cuisine. Vous y trouverez également un espace séjour.

L’étage est baigné de lumière. Il comprend une suite parentale avec dressing et salle de bain privative. Ainsi que deux chambres supplémentaires avec placards intégrés. Également une seconde salle de bain et un hall spacieux.

Cette villa exceptionnelle, à l'architecture élégante et aux finitions de qualité, est un véritable havre de paix au cœur d'Ain Diab. Profitez de sa proximité avec la mer, le Morocco Mall, et toutes les commodités du quartier.

Contactez-nous pour plus d’informations.","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nBon état': 'Etat\nBon état'}","{'Jardin': 'Jardin', 'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Piscine': 'Piscine', 'Salon Marocain': 'Salon Marocain', 'Cheminée': 'Cheminée', 'Cuisine équipée': 'Cuisine équipée'}"
"{'540 m²': '540 m²', '4 Pièces': '4 Pièces', '4 Chambres': '4 Chambres', '4 Salles de bains': '4 Salles de bains'}",Sidi Maarouf à Casablanca,"Maison de luxe à vendre à Florida
Serraj immobilier vous propose à la vente cette charmante maison à florida sidi maarouf
Trois niveaux
Entièrement aménagé avec deux cuisine équipée
4 chambres 3 salon 4 salles de bain
avec garage

Pour plus d'informations n'hésitez pas de nous contacter","{'Type de bien\nMaison': 'Type de bien\nMaison', 'Etat\nBon état': 'Etat\nBon état', 'Type du sol\nParquet': 'Type du sol\nParquet'}","{'Garage': 'Garage', 'Cuisine équipée': 'Cuisine équipée'}"
"{'102 m²': '102 m²', '3 Pièces': '3 Pièces', '3 Chambres': '3 Chambres', '2 Salles de bains': '2 Salles de bains'}",Californie à Casablanca,"Appartement à vendre jnane californie
serraj immobilier maghreb

vous propose un appartement à vendre situé à jnane californie

de Surface habitable 102m2 surface totale 132m2

bien ensoleillé

se compose de trois chambres salon cuisine deux salles de bain

frais d' agence 2.5%

pour plus de détails veuillez nous contacter","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}"
"{'102 m²': '102 m²', '4 Pièces': '4 Pièces', '3 Chambres': '3 Chambres'}",Californie à Casablanca,"Bel appartement à vendre à Californie
Les Allées de Californie 2, plus qu’une simple résidence, un cadre de vie créé exclusivement pour vous !

Composée de 4 immeubles en R4, Les Allées de Californie 2 est une résidence fermée et sécurisée située au quartier Californie qui vous propose des appartements haut standing de 3 chambres.

Cet appartement de 102m2, est exposé à un prix de 1 620 600 DH, 100% déclaré.

La résidence propose les prestations suivantes :

- Sécurité 24h/7j.
- Espaces verts et jardins intérieurs
- Vidéosurveillance
- Places de parking titrées

Les appartements des Allées de Californie 2 sont dotés des finitions et des équipements premium :

- Installation de la domotique
- Climatisation en split
- Parquet stratifié dans les chambres
- Marbre dans le reste de la maison
- Carrelage antidérapant dans les salles de bains
- Cuisine équipée d’un trio (Four, hotte, plaque de cuisson) et d'un lave-vaisselle
- Douche à l’italienne
- Porte d’entrée et placards en bois de chêne ou similaire
- Pré-installation de la fibre optique

Le projet est situé au centre du quartier Californie. Il dispose d’une proximité immédiate avec toutes les principales artères de la ville et les services de proximité :

- Écoles
- Supermarchés/hypermarchés
- Pharmacies
- Cliniques
- Salles de sport

Les titres fonciers sont disponibles et la livraison est immédiate.

Programmez votre visite dès maintenant, en appelant le 05200 100 20.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
"{'56 m²': '56 m²', '2 Pièces': '2 Pièces', '1 Chambre': '1 Chambre', '1 Salle de bain': '1 Salle de bain'}",Riviera à Casablanca,"Beau studio à vendre Riviera
Que vous soyez jeune actif, investisseur ou simplement à la recherche de votre futur logement à Casablanca, le projet Studio Blue skies vous propose des biens qui correspondent en tous points à vos attentes

Plus qu’un simple projet, Blue Skies correspondra à l’ensemble de vos attentes, en termes d’emplacement, de finitions et de cadre de vie,

Un véritable havre de paix au sein du quartier Riviera, Blue Skies met à votre disposition des studios F2 haut standing dont les superficies varient entre 40 m² et 65 m² à partir de 972 000 DH et 100% déclaré.

Grâce à sa double façade, ce projet vous offre la lumière naturelle durant toute la journée et met également à votre disposition un parking en deux sous-sols.

Les studios du projet Blue Skies proposent des agencements minutieusement étudiés, des équipements de qualité et des finitions vertueuses :

- Revêtement des sols de la chambre et le salon en Parquet Egger Laminate Pro
- Peinture
- Cuisine équipée d’un trio
- Double Vitrage
- Rooftop aménagé
- Climatisation centralisée

L’emplacement idéal dont bénéficie Blue Skies vous fait profiter d’une proximité immédiate avec l’ensemble des commodités dont vous pourrez avoir besoin :

- A 1 min du croisement Bd Ghandi & Route El Jadida
- A 8 min de la Gare ferroviaire Casa Oasis
- Supermarché et commerces
- Cafés et restaurants

Investir ou habiter dans le projet Blue Skies, c’est faire un choix gagnant à tous les coups ! Pour plus d’informations, n’hésitez pas à nous contacter.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nOuest': 'Orientation\nOuest', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Climatisation': 'Climatisation', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée'}"
"{'94 m²': '94 m²', '4 Pièces': '4 Pièces', '3 Chambres': '3 Chambres', '2 Salles de bains': '2 Salles de bains'}",Hay Mohammadi à Casablanca,"Appartement à vendre à Hay Mohammadi. 3 chambres
Achetez votre appartement. Prix 1 020 600 DH. 4 pièces, 2 salles de bains, 94 m². 3 chambres. Nouveau. Ascenseur et garage dans la résidence.

Idéal si vous souhaitez acheter un appartement à Hay Mohammadi. Prestation de conciergerie. Confortable salon européen.

Contactez-nous pour visiter cet appartement à vendre à Casablanca. La décoration est traditionnelle avec un beau salon marocain.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'État\nFinalisé': 'État\nFinalisé'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen'}"
"{'21 m²': '21 m²', '1 Salle de bain': '1 Salle de bain'}",Aïn Sebaâ à Casablanca,"Local commercial à vendre à Aïn Sebaâ. Surface de 21 m²
Les Jardins de Ain Sebaa propose des locaux commerciaux à la vente, dans un emplacement stratégique du quartier de Ain Sebaa. Idéalement situés à proximité de toutes les commodités, ces locaux offrent une visibilité exceptionnelle et un accès facile.

Les superficies varient entre 16m2 et 21m2 à partir de 457 600 DH.

Réservez votre visite dès maintenant en appelant le 0520010020.","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'État\nFinalisé': 'État\nFinalisé'}",{}
"{'181 m²': '181 m²', '5 Pièces': '5 Pièces', '4 Chambres': '4 Chambres', '3 Salles de bains': '3 Salles de bains'}",Californie à Casablanca,"Bel appartement à vendre avec une terrasse d'une superficie de 35m²
La résidence Verdana Bouskoura est un complexe fermé et sécurisé, idéalement située entre Californie et Bouskoura Ville Verte. Elle propose des appartements de types F3, F4 et F5, allant de 101 à 366 m², à partir de 1,5 million de dirhams.

Ce projet met en avant un environnement sécurisé, des finitions de qualité, ainsi que de spacieuses terrasses privées sans vis-à-vis. Chaque espace a été soigneusement conçu pour allier confort, modernité et respect de l’environnement, le tout dans une zone en pleine expansion.
Les résidents pourront également profiter d'une large gamme d'équipements de loisirs, comprenant des piscines, des jardins et des aires de jeux. Avec des écoles réputées, des commerces et des services à proximité, Verdana constitue le choix idéal pour un quotidien pratique et agréable.

Les deux sous-sols accueillent un parking permettant d’affecter 1 place de parking aux appartements de type F3 et 2 places de parkings aux appartements de type F4 et F5.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nEn cours de construction': 'État\nEn cours de construction', 'Livraison:\ndécembre 2025': 'Livraison:\ndécembre 2025'}","{'Terrasse': 'Terrasse', 'Piscine': 'Piscine'}"
"{'47 m²': '47 m²', '2 Pièces': '2 Pièces', '1 Chambre': '1 Chambre', '1 Salle de bain': '1 Salle de bain'}",Alsace Lorraine à Casablanca,"Appartement à vendre à Alsace Lorraine. 2 grandes pièces. Places de parking.
Agréable appartement à vendre. Prix 930 000 DH. 2 pièces, 1 salle de bains, surface 47 m². 1 chambre. Nouveau. Sécurité assurée.

Venez découvrir cet appartement à vendre à Alsace Lorraine, Casablanca. Parking privé.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nMoyen standing': 'Standing\nMoyen standing', 'État\nFinalisé': 'État\nFinalisé', 'Livraison:\nnovembre 2024': 'Livraison:\nnovembre 2024'}","{'Garage': 'Garage', 'Sécurité': 'Sécurité'}"
"{'95 m²': '95 m²', '3 Pièces': '3 Pièces', '1 Chambre': '1 Chambre', '1 Salle de bain': '1 Salle de bain'}",Sidi Maarouf à Casablanca,"Appartement à l'achat à Sidi Maarouf. Superficie 95 m²
Agréable appartement à vendre. Prix 1 073 140 DH. 3 pièces, 1 salle de bains, superficie 95 m². 1 chambre à coucher. Nouveau.

Cet appartement est proposé à la vente à Sidi Maarouf, Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'État\nFinalisé': 'État\nFinalisé'}",{}
"{'108 m²': '108 m²', '4 Pièces': '4 Pièces', '3 Chambres': '3 Chambres'}",Californie à Casablanca,"Appartement à vendre à Californie Casablanca
Charmant appartement de 117 m² composé de 3 chambres, à un prix de 1 808 340 MAD.

4 pièces lumineuses.

Idéal si vous souhaitez acheter un appartement à Casablanca plus précisément à Californie.

Les Allées de Californie 2, plus qu’une simple résidence, un cadre de vie créé exclusivement pour vous !

Composée de 4 immeubles en R4, Les Allées de Californie 2 est une résidence fermée et sécurisée située au quartier Californie qui vous propose des appartements haut standing de 3 chambres, de superficies allant de 102 à 118 m², à partir de 1 570 000 DH, 100% déclaré.
- Résidence fermée et sécurisée
- Titres fonciers disponibles
- Espaces verts
- Vidéosurveillance
- Places de parking titrées

Les appartements haut standing des Allées de Californie 2 sont dotés de finitions et d’équipements premium :
- Installation de la domotique
- Climatisation en split
- Parquet stratifié dans les chambres
- Marbre dans le reste de la maison
- Carrelage antidérapant dans les salles de bains
- Cuisine équipée d’un trio (Four, hotte, plaque de cuisson) et d'un lave-vaisselle
- Douche à l’italienne
- Porte d’entrée et placards en bois de chêne ou similaire
- Pré-installation de la fibre optique

Le projet est situé au centre du quartier Californie. Il dispose d’une proximité immédiate avec toutes les principales artères de la ville et les services de proximité.
- Écoles
- Supermarchés/hypermarchés
- Pharmacies
- Cliniques
- Salles de sport","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Terrasse': 'Terrasse', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Climatisation': 'Climatisation', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
"{'138 m²': '138 m²', '4 Pièces': '4 Pièces', '3 Chambres': '3 Chambres', '2 Salles de bains': '2 Salles de bains'}",Triangle d'Or à Casablanca,"Appartement ultramoderne refait entièrement à neuf
TRIANGLE D'OR
A la vente un superbe appartement de 140 m2 habitable ultra moderne refait entièrement à neuf avec des prestations de hautes qualités, situé au 3ème étage d'un immeuble propre, bien entretenu et très bien situé sur Triangle d'or.
L'appartement est orienté Est-Ouest, ensoleillé et lumineux, il se compose d'un hall d'entrée, un double salon, trois chambres dont une suite parentale avec balcon et salle de bain cabine douche à l'italienne, une deuxième salle de bain avec cabine douche à l'italienne, une cuisine moderne équipée et une place au garage.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n3ème': 'Étage du bien\n3ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Porte blindée': 'Porte blindée', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}"
