price,surface,piece,rooms,bathroom,address,description,more_features_1_dict,more_features_2_dict,dict1,dict2,dict2.Ascenseur,dict2.Sécurité,dict2.Cuisine équipée,dict2.Four,dict2.Jardin,dict2.Terrasse,dict2.Garage,dict2.Piscine,dict2.Salon Marocain,dict2.Salon européen,dict2.Antenne parabolique,dict2.Chauffage central,dict2.Concierge,dict2.Cheminée,dict2.Climatisation,dict2.Double vitrage,dict2.Porte blindée,dict2.Réfrigérateur,dict2.Machine à laver,dict2.Micro-ondes,dict2.Chambre rangement,dict2.Façade extérieure,dict2.Vue sur mer,dict2.Meublé,dict1.Type de bien,dict1.Etat,dict1.État,dict1.Étage du bien,dict1.Standing,dict1.Livraison:,dict1.Etat du bien,dict1.Orientation,dict1.Type du sol,dict1.Surface habitable,dict1.Surface extérieure,dict1.Type de terrain,dict1.Constructibilité,dict1.Livraison,dict1.Statut du terrain
2 750 000 DH,160 m²,4 Pièces,3 Chambres,3 Salles de bains,Racine Extension à Casablanca,"Appartement à vendre sans vis à vis terrasse neuf
Magnifique appartement a vendre a côté de l'hotel Onomo Massira, sans vis-à-vis de côté Normandie Maarif il est situé au dernières étage d'un immeuble recent , magnifique prestations 3 chamre dont une suite parentale avec dressing et salle de bain, chaque chambre
est équipée de sa propre salle de bain , Une belle réception, cuisine équipée, terrasse plain sud. Place de parking, nous vous encourageons de programmes une visit vous allez apprécier.
Contactez-nous au 0614692251","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n1-5 ans': 'Etat du bien\n1-5 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '1-5 ans', 'Étage du bien': '5ème', 'Orientation': 'Sud', 'Type du sol': 'Marbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Cuisine équipée': 'Cuisine équipée'}",Ascenseur,,Cuisine équipée,,,Terrasse,Garage,,,,,,,,,,,,,,,,,,Appartement,Bon état,,5ème,,,1-5 ans,Sud,Marbre,,,,,,
3 300 000 DH,284 m²,5 Pièces,4 Chambres,4 Salles de bains,Gauthier à Casablanca,"Appartement a vendre RDC, Gauthier à Gauthier. Surface totale 284 m²
Dana immobilier vous propose un lumineux appartement idéal si vous cherchez un grand espace en RDC, avec beaucoup de verdure au tour, dans un coin calme , paisibles et sécurisé. Prix 3 300 000 DH, superficie 284 m² l'appartement est composé d'une belle duble réception, avec cheminée, vestiaire d'invités, 4 chambres à coucher dont une suite parentale, une grande terrasse ( courte ) Moins de 10 ans. Type de sol: Marbre.

Idéal si vous souhaitez acheter un appartement à Gauthier, Casablanca.
Pour plus de détails contactez-nous.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Cheminée': 'Cheminée'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '5-10 ans', 'Orientation': 'Sud', 'Type du sol': 'Marbre'}","{'Terrasse': 'Terrasse', 'Cheminée': 'Cheminée'}",,,,,,Terrasse,,,,,,,,Cheminée,,,,,,,,,,,Appartement,Bon état,,,,,5-10 ans,Sud,Marbre,,,,,,
1 175 000 DH,87 m²,2 Pièces,1 Chambre,1 Salle de bain,Sidi Maarouf à Casablanca,"Vente d'un bel appartement à Sidi Maarouf. 1 chambre
Agréable appartement à vendre. Prix 1 175 000 DH. 2 pièces, 1 salle de bains, 87 m². 1 chambre à coucher. Nouveau. Avec ascenseur.

Cet appartement est proposé à la vente à Sidi Maarouf, Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}",{'Ascenseur': 'Ascenseur'},"{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Haut standing', 'État': 'Finalisé'}",{'Ascenseur': 'Ascenseur'},Ascenseur,,,,,,,,,,,,,,,,,,,,,,,,Appartement,Nouveau,Finalisé,,Haut standing,,,,,,,,,,
1 400 000 DH,91 m²,4 Pièces,3 Chambres,2 Salles de bains,Californie à Casablanca,"Très joli appartement à vendre à Californie Casablanca
Les Allées de Californie, plus qu’une simple résidence, un cadre de vie créé exclusivement pour vous !

Composée de 4 immeubles en R+4, Les Allées de Californie 2 est une résidence fermée et sécurisée située au quartier Californie qui vous propose des appartements haut standing de 3 chambres.

La résidence propose les prestations suivantes :

- Sécurité 24h/7j.
- Espaces verts et jardins intérieurs
- Vidéosurveillance
- Places de parking titrées

Les appartements des Allées de Californie 2 sont dotés des finitions et des équipements premium :

- Installation de la domotique
- Climatisation en split
- Parquet stratifié dans les chambres
- Marbre dans le reste de la maison
- Carrelage antidérapant dans les salles de bains
- Cuisine équipée d’un trio (Four, hotte, plaque de cuisson) et d'un lave-vaisselle
- Douche à l’italienne
- Porte d’entrée et placards en bois de chêne ou similaire
- Pré-installation de la fibre optique

Le projet est situé au centre du quartier Californie. Il dispose d’une proximité immédiate avec toutes les principales artères de la ville et les services de proximité :

- Écoles
- Supermarchés/hypermarchés
- Pharmacies
- Cliniques
- Salles de sport

Les titres fonciers sont disponibles et la livraison est immédiate.

Programmez votre visite dès maintenant, en appelant le 05200 100 20.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Haut standing', 'État': 'Finalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",,Sécurité,Cuisine équipée,Four,,,,,,,,,,,Climatisation,,,,,,,,,,Appartement,Nouveau,Finalisé,,Haut standing,,,,,,,,,,
1 866 700 DH,109 m²,4 Pièces,3 Chambres,2 Salles de bains,Californie à Casablanca,"Très bel appartement à vendre à Californie Casablanca
Découvrez cet appartement à vendre. Prix 1 866 700 DH. 3 chambres, 2 salles de bains, 109 m². Cuisine entièrement équipée.

Cet appartement est proposé à la vente à Californie, Casablanca. Climatisation. Sécurité.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Type du sol\nMarbre': 'Type du sol\nMarbre', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Type du sol': 'Marbre', 'Standing': 'Haut standing', 'État': 'Finalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",,Sécurité,Cuisine équipée,Four,,,,,,,,,,,Climatisation,,,,,,,,,,Appartement,Nouveau,Finalisé,,Haut standing,,,,Marbre,,,,,,
1 810 000 DH,100 m²,4 Pièces,3 Chambres,,Californie à Casablanca,"Charmant appartement à vendre à Californie
Les Allées de Californie 2, plus qu’une simple résidence, un cadre de vie créé exclusivement pour vous !

Composée de 4 immeubles en R4, Les Allées de Californie 2 est une résidence fermée et sécurisée située au quartier Californie qui vous propose des appartements haut standing de 3 chambres.

Ce magnifique appartement de 101 m² composé de 3 chambres, est exposé à un prix de 1 585 000 DH, 100% déclaré.

La résidence propose les prestations suivantes :

- Sécurité 24h/7j
- Espaces verts et jardins intérieurs
- Vidéosurveillance
- Places de parking titrées

Les appartements des Allées de Californie 2 sont dotés de finitions et d’équipements premium :

- Installation de la domotique
- Climatisation en split
- Parquet stratifié dans les chambres
- Marbre dans le reste de la maison
- Carrelage antidérapant dans les salles de bains
- Cuisine équipée d’un trio (Four, hotte, plaque de cuisson) et d'un lave-vaisselle
- Douche à l’italienne
- Porte d’entrée et placards en bois de chêne ou similaire
- Pré-installation de la fibre optique

Le projet est situé au centre du quartier Californie. Il dispose d’une proximité immédiate avec toutes les principales artères de la ville et les services de proximité :

- Écoles
- Supermarchés/hypermarchés
- Pharmacies
- Cliniques
- Salles de sport

Les titres fonciers sont disponibles immédiatement.

Programmez votre visite dès maintenant, en appelant le 05 200 100 20.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Haut standing', 'État': 'Finalisé'}","{'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",,Sécurité,Cuisine équipée,Four,,,,,,,,,,,Climatisation,,,,,,,,,,Appartement,Nouveau,Finalisé,,Haut standing,,,,,,,,,,
6 300 000 DH,360 m²,,,,Ain Diab à Casablanca,"Vente terrain à Ain Diab. Surface de 360 m²
Au cœur du quartier emblématique d’Ain Diab, découvrez un ensemble exclusif de 37 lots d'exception, destinés à des villas en bande ou jumelées. Chaque propriété offre des superficies généreuses, allant de 360 à 537 m², pensées pour un confort de vie optimal et un cadre de vie privilégié. Situé dans un environnement résidentiel prisé, ce projet vous propose un style de vie raffiné, alliant modernité, espace et tranquillité. Avec une architecture élégante et des finitions haut de gamme, ces villas sont conçues pour répondre aux exigences des familles à la recherche d’une résidence prestigieuse dans l'un des quartiers les plus cotés de Casablanca.","{'Type de bien\nTerrain': 'Type de bien\nTerrain', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nEn cours de construction': 'État\nEn cours de construction'}",{},"{'Type de bien': 'Terrain', 'Standing': 'Haut standing', 'État': 'En cours de construction'}",{},,,,,,,,,,,,,,,,,,,,,,,,,Terrain,,En cours de construction,,Haut standing,,,,,,,,,,
1 421 000 DH,105 m²,3 Pièces,2 Chambres,1 Salle de bain,Sidi Maarouf à Casablanca,"Bel appartement à vendre à Sidi Maarouf. Surface totale 105 m²
Affaire à saisir pour cet appartement à vendre. Prix 1 421 000 DH. 3 pièces, 1 salle de bains, surface 105 m². 2 chambres à coucher. Nouveau. Ascenseur.

Idéal si vous souhaitez acheter un appartement à Sidi Maarouf, Casablanca.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nHaut standing': 'Standing\nHaut standing', 'État\nFinalisé': 'État\nFinalisé'}",{'Ascenseur': 'Ascenseur'},"{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Haut standing', 'État': 'Finalisé'}",{'Ascenseur': 'Ascenseur'},Ascenseur,,,,,,,,,,,,,,,,,,,,,,,,Appartement,Nouveau,Finalisé,,Haut standing,,,,,,,,,,
993 000 DH,47 m²,2 Pièces,1 Chambre,1 Salle de bain,Alsace Lorraine à Casablanca,"Appartement à l'achat à Alsace Lorraine. 1 belle chambre
Ne laissez pas passer cet appartement à vendre. Prix 993 000 DH. 2 pièces, 1 salle de bains, superficie 47 m². 1 chambre. Nouveau. Garage privé.

Cet appartement est en vente à Alsace Lorraine, Casablanca. Sécurité.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', 'Standing\nMoyen standing': 'Standing\nMoyen standing', 'État\nFinalisé': 'État\nFinalisé', 'Livraison:\nnovembre 2024': 'Livraison:\nnovembre 2024'}","{'Garage': 'Garage', 'Sécurité': 'Sécurité'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Standing': 'Moyen standing', 'État': 'Finalisé', 'Livraison:': 'novembre 2024'}","{'Garage': 'Garage', 'Sécurité': 'Sécurité'}",,Sécurité,,,,,Garage,,,,,,,,,,,,,,,,,,Appartement,Nouveau,Finalisé,,Moyen standing,novembre 2024,,,,,,,,,
1 023 000 DH,132 m²,,,,Lissasfa à Casablanca,"Terrain à acheter à Lissasfa. 1 chambre
JNANE LISSASFA vous propose des lots de terrain R2 avec Sous-sol et RDC Commercial pour un investissement idéal Accessible depuis la Rocade sud-ouest ainsi que la Route Nationale N1, et stratégiquement situé sur la Route d’El Jadida, TIJARA DEVELOPPEMENT lance son nouveau lotissement JNANE LISSASFA en vous proposant des lots de terrain R2 avec Sous-sol et RDC Commercial pour un investissement idéal.

Conçus dans un emplacement de choix, à proximité immédiate de toutes les commodités (commerces, écoles, mosquée), et avec plus de 600m² d’espaces verts, les lots de terrains d’une superficie de 100m² à 137 m² bénéficient d’orientations optimales (1 ou 2 façades).

LIVRAISON IMMÉDIATE, TITRES DISPONIBLES !","{'Type de bien\nTerrain': 'Type de bien\nTerrain', 'État\nFinalisé': 'État\nFinalisé', 'Livraison:\naoût 2023': 'Livraison:\naoût 2023'}",{},"{'Type de bien': 'Terrain', 'État': 'Finalisé', 'Livraison:': 'août 2023'}",{},,,,,,,,,,,,,,,,,,,,,,,,,Terrain,,Finalisé,,,août 2023,,,,,,,,,
1 240 000 DH,62 m²,3 Pièces,2 Chambres,2 Salles de bains,Plateau (Al Batha) à Casablanca,"Bien beaux appartements de ht standing
BIEN BEAUX APPARTEMENTS de Ht STANDING
Maarif Cité Plateau (Al Batha) de 62 m² à 89 m² à la Résidence ORCHYDIA, de haut standing, Agréables et Confortables appartements Lumineux, Ensoleillés et biens conçus, comprenant une Accueillante Réception, un Salon, cuisine & sdb, une suite parentale avec dressing & sdb, plus une 2ième chambre.
Climatisation intégré, un double vitrage et parking .
A partir de1.240.000, 00dhs.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Étage du bien\n2ème': 'Étage du bien\n2ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Climatisation': 'Climatisation', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Etat du bien': ""Moins d'un an"", 'Étage du bien': '2ème', 'Orientation': 'Ouest', 'Type du sol': 'Marbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Façade extérieure': 'Façade extérieure', 'Salon Marocain': 'Salon Marocain', 'Climatisation': 'Climatisation', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",Ascenseur,,Cuisine équipée,Four,,Terrasse,Garage,,Salon Marocain,,,,Concierge,,Climatisation,Double vitrage,,,,,,Façade extérieure,,,Appartement,Nouveau,,2ème,,,Moins d'un an,Ouest,Marbre,,,,,,
8 500 DH,410 m²,4 Pièces,4 Chambres,3 Salles de bains,Aïn Sebaâ à Casablanca,"Villa vendre Ain Sebaa Bd Chefchaouni
Ancienne villa à vendre à Ain Sebaa, située sur le Boulevard Chefchaouni, avec autorisation de construction pour un immeuble R4. Prix à négocier. Merci de me contacter uniquement si vous êtes sérieux. *************************PAS DE SMASRIYIA********************","{'Type de bien\nVilla': 'Type de bien\nVilla', 'Etat\nÀ rénover': 'Etat\nÀ rénover'}",{},"{'Type de bien': 'Villa', 'Etat': 'À rénover'}",{},,,,,,,,,,,,,,,,,,,,,,,,,Villa,À rénover,,,,,,,,,,,,,
Prix à consulter,51 m²,2 Pièces,1 Chambre,1 Salle de bain,Ferme Bretonne (Hay Arraha) à Casablanca,"Studio Neuf 51m2 Vendre Ferme Bretone Rés. Ihsan 2
Résidence Ihsan 2 Studio Neuf 51 m2 en vente 1 chambre, 1 SDB, un balcon situé Ferme Bretonne 5Min du CFC (Casa Finance City), 2Min de l'autoroute et de l'OCP
Parking Titré

Visitez notre témoin","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Étage du bien\n1er': 'Étage du bien\n1er', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Façade extérieure': 'Façade extérieure', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Etat du bien': ""Moins d'un an"", 'Étage du bien': '1er', 'Type du sol': 'Marbre'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Chambre rangement': 'Chambre rangement', 'Façade extérieure': 'Façade extérieure', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Chauffage central': 'Chauffage central', 'Sécurité': 'Sécurité', 'Double vitrage': 'Double vitrage', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",Ascenseur,Sécurité,Cuisine équipée,Four,,Terrasse,Garage,,,Salon européen,Antenne parabolique,Chauffage central,Concierge,,Climatisation,Double vitrage,,,,,Chambre rangement,Façade extérieure,,,Appartement,Nouveau,,1er,,,Moins d'un an,,Marbre,,,,,,
1 300 000 DH,160 m²,8 Pièces,3 Chambres,3 Salles de bains,Sidi El Khadir à Casablanca,"Vente d'un bel appartement à Sidi El Khadir. Surface totale 160 m². Salon Marocain et antenne parabolique
Un belle duplex à vendre neuf","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nNouveau': 'Etat\nNouveau', ""Etat du bien\nMoins d'un an"": ""Etat du bien\nMoins d'un an"", 'Orientation\nNord': 'Orientation\nNord', 'Type du sol\nMarbre': 'Type du sol\nMarbre'}","{'Terrasse': 'Terrasse', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Appartement', 'Etat': 'Nouveau', 'Etat du bien': ""Moins d'un an"", 'Orientation': 'Nord', 'Type du sol': 'Marbre'}","{'Terrasse': 'Terrasse', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Antenne parabolique': 'Antenne parabolique', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}",,Sécurité,Cuisine équipée,,,Terrasse,,,Salon Marocain,Salon européen,Antenne parabolique,,,,Climatisation,,,,,,,,,,Appartement,Nouveau,,,,,Moins d'un an,Nord,Marbre,,,,,,
2 617 500 DH,349 m²,,,,Nassim 2 à Casablanca,"Terrain 349m2 Nassim Islane Casablanca
Particulier vend lot d'angle de 349m² pour villa ou projet sur quartier Nassim Islane, CASABLANCA. Prix ferme 7500dh.
Pour plus d'information contacter moi par téléphone.
Pas sérieux s'abstenir SVP.",{'Type de bien\nTerrain': 'Type de bien\nTerrain'},{},{'Type de bien': 'Terrain'},{},,,,,,,,,,,,,,,,,,,,,,,,,Terrain,,,,,,,,,,,,,,
1 300 000 DH,101 m²,2 Pièces,2 Chambres,2 Salles de bains,Maârif Extension à Casablanca,"Bel appartement à vendre à Maârif Extension. Surface totale 101 m². Concierge et climatisation
Agréable appartement à vendre. Prix 1 300 000 DH. 2 pièces, 2 salles de bains, surface 101 m². 2 chambres. 2ème étage. Moins de 20 ans. Type de sol: Carrelage. Appréciez le confort de la climatisation. La résidence dispose également d'un service de concierge.

Idéal si vous souhaitez acheter un appartement à Maârif Extension, Casablanca. Avec ascenseur.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n2ème': 'Étage du bien\n2ème', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Climatisation': 'Climatisation'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Étage du bien': '2ème', 'Type du sol': 'Carrelage'}","{'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Climatisation': 'Climatisation'}",Ascenseur,,,,,,Garage,,,,,,Concierge,,Climatisation,,,,,,,,,,Appartement,Bon état,,2ème,,,10-20 ans,,Carrelage,,,,,,
8 500 000 DH,243 m²,1 Salle de bain,,,Val Fleury à Casablanca,"Café Restaurant Stratégique et Entièrement équipé
Café-Restaurant clé en main, emplacement stratégique, clientèle fidèle et matériel complet. Prêt à exploiter immédiatement avec un fort potentiel de développement. Opportunité unique à saisir rapidement !

Caractéristiques :

- 168 m au Rez de chaussée.
- 75 m Mezzanine.
- 10 m Place au garage titrée.
- 3 Grandes Façades Vitrées avec 3 portes.
- 7 Rideaux Electriques.
- 2 toilettes séparées ( Homme / Femme )
- Sans vis a vis en face d'un jardin.
- Autorisation Café, Restaurant et Bureau de tabac.
- Certificat de propriété disponible.

- Entièrement équipé.
- Climatisation / Caméras / Caisse / Four pizza.
- Machine a café professionnelle etc...
- Tables, chaises, Télévisions.

NB : Seul le tissu des chaises en mezzanine doit être refait, tout le reste est prêt pour l’ouverture.

Pour plus d'infos ou organiser une visite, contactez nous, Merci.

Prix: Légèrement négociable.

Quartier Val Fleury, Maarif.","{'Type de bien\nLocal commercial': 'Type de bien\nLocal commercial', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n5-10 ans': 'Etat du bien\n5-10 ans', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Garage': 'Garage', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}","{'Type de bien': 'Local commercial', 'Etat': 'Bon état', 'Etat du bien': '5-10 ans', 'Type du sol': 'Carrelage'}","{'Garage': 'Garage', 'Climatisation': 'Climatisation', 'Sécurité': 'Sécurité', 'Cuisine équipée': 'Cuisine équipée'}",,Sécurité,Cuisine équipée,,,,Garage,,,,,,,,Climatisation,,,,,,,,,,Local commercial,Bon état,,,,,5-10 ans,,Carrelage,,,,,,
1 900 000 DH,160 m²,3 Pièces,3 Chambres,3 Salles de bains,Belvédère à Casablanca,"Appartement en vente à Belvédère. 3 belles chambres. Conciergerie à disposition
Achetez votre appartement. Prix 1 900 000 DH. 3 pièces, 3 salles de bains, superficie 160 m². 3 chambres à coucher. 5ème étage. Moins de 30 ans. Type de sol: Carrelage. Cuisine bien équipée.

Venez découvrir cet appartement à vendre à Belvédère. La décoration est traditionnelle avec un beau salon marocain. Salon contemporain.

Soyez le premier à visiter cet appartement en vente à Casablanca. Ascenseur dans la résidence. Four encastré. Prestation de conciergerie.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans', 'Étage du bien\n5ème': 'Étage du bien\n5ème', 'Orientation\nOuest': 'Orientation\nOuest', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '20-30 ans', 'Étage du bien': '5ème', 'Orientation': 'Ouest', 'Type du sol': 'Carrelage'}","{'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Salon Marocain': 'Salon Marocain', 'Salon européen': 'Salon européen', 'Cuisine équipée': 'Cuisine équipée', 'Four': 'Four'}",Ascenseur,,Cuisine équipée,Four,,,,,Salon Marocain,Salon européen,,,Concierge,,,,,,,,,,,,Appartement,Bon état,,5ème,,,20-30 ans,Ouest,Carrelage,,,,,,
2 100 000 DH,100 m²,8 Pièces,6 Chambres,3 Salles de bains,Al Qods à Casablanca,"Maison AlQods
Belle maison de 3 étages avec balcons, terrasse, garage. En bon état, dans rue calme et propre.
Merci de me contacter par whatsapp au 33649928165 ou par mail pour plus d'informations.","{'Type de bien\nMaison': 'Type de bien\nMaison', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n20-30 ans': 'Etat du bien\n20-30 ans'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage'}","{'Type de bien': 'Maison', 'Etat': 'Bon état', 'Etat du bien': '20-30 ans'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage'}",,,,,,Terrasse,Garage,,,,,,,,,,,,,,,,,,Maison,Bon état,,,,,20-30 ans,,,,,,,,
1 160 000 DH,103 m²,3 Pièces,2 Chambres,1 Salle de bain,Beauséjour à Casablanca,"Appartement à l'achat à Beauséjour. 3 pièces. Concierge
Opportunité unique pour cet appartement à vendre. Prix 1 160 000 DH. 3 pièces, 1 salle de bains, 103 m². 2 chambres à coucher. Salon, deux balcons et une Cour. 1er étage. Moins de 20 ans.Type de sol: Carrelage et parquet. Concierge. Proche de toutes les commodités (Tramway/ecoles/Salle de sport/Mosquée...)

Venez découvrir cet appartement à vendre à Beauséjour, Casablanca. Ascenseur dans la résidence. Calme garanti avec double vitrage.","{'Type de bien\nAppartement': 'Type de bien\nAppartement', 'Etat\nBon état': 'Etat\nBon état', 'Etat du bien\n10-20 ans': 'Etat du bien\n10-20 ans', 'Étage du bien\n1er': 'Étage du bien\n1er', 'Orientation\nSud': 'Orientation\nSud', 'Type du sol\nCarrelage': 'Type du sol\nCarrelage'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Double vitrage': 'Double vitrage'}","{'Type de bien': 'Appartement', 'Etat': 'Bon état', 'Etat du bien': '10-20 ans', 'Étage du bien': '1er', 'Orientation': 'Sud', 'Type du sol': 'Carrelage'}","{'Terrasse': 'Terrasse', 'Garage': 'Garage', 'Ascenseur': 'Ascenseur', 'Concierge': 'Concierge', 'Double vitrage': 'Double vitrage'}",Ascenseur,,,,,Terrasse,Garage,,,,,,Concierge,,,Double vitrage,,,,,,,,,Appartement,Bon état,,1er,,,10-20 ans,Sud,Carrelage,,,,,,
